Name,Ticker,Sub-Sector,Market Cap_x,PE Ratio_x,1M Return,1W Return,6M Return,1Y Return,5Y CAGR,PE Ratio_y,PB Ratio,PS Ratio,EV/EBITDA Ratio,EV / Revenue Ratio,Price / Sales,Price / Free Cash Flow,Market Cap_y,Enterprise Value,Dividend Yield,Dividend Per Share,Earnings Per Share,Payout Ratio,Free Cash Flow,Net Profit Margin,EBITDA Margin,Return on Assets,Return on Equity,Return on Investment,ROCE,Cash Flow Margin,Operating Cash Flow,Inventory Turnover Ratio,Asset Turnover Ratio,Working Capital Turnover Ratio,Days of Sales Outstanding,Debt to Equity,Long Term Debt to Equity,Interest Coverage Ratio,3Y Historical Dividend Growth,5Y Historical Revenue Growth,5Y Historical EBITDA Growth,5Y Historical EPS Growth,1Y Historical Revenue Growth,1Y Historical EBITDA Growth,1Y Historical EPS Growth,5Y Avg Return on Equity,5Y Avg Return on Assets,5Y Avg Return on Investment,5Y Avg Net Profit Margin,5Y Avg EBITDA Margin,Free Cash Flow.1,Operating Cash Flow.1,Investing Cash Flow,Financing Cash Flow,Change in Working Capital,Total Assets,Total Liabilities,Total Equity,Share Capital,Reserves & Surplus,"Net Property,Plant & Equipment",Cash and Equivalent,Long Term Debt,Accounts Payable,Total Receivables,Total Inventory,Goodwill & Intangibles,Other Assets,Other Liabilities,5Y CAGR Missing,5Y EPS Growth Missing,Market Cap,Score,Buffett Score,Earnings Yield,ROIC,Greenblatt Rank,Greenblatt Score,Piotroski Score,PEG Ratio,Peter Lynch Score,Composite Score,Final Rank,Name_lower
ghcl,GHCL,Commodity Chemicals,6021.99998810536,9.648321698478505,2.893442622950816,-0.5309033280507167,-10.19805545552754,20.852989313565025,37.24083874319293,9.648321698478505,2.0218298493885687,1.840903390204682,5.534817830829548,1.6306057031032335,1.840903390204682,8.72071131014186,6021.99998810536,5334.06998810536,1.907485609878588,12.0,65.5,0.183206106870229,690.54,19.08003742,29.46087392,17.83449793,22.89790115,25.73347927,25.39522188,21.43669768,797.04,0.0,0.7348603892858226,2.6271272195764435,22.21764357028876,0.0705323838589352,0.0423939647270932,52.86538461538461,-5.192708282211333,-0.3119269059604246,5.266430305250269,11.168596145375176,-12.019278611982976,-13.967273408975284,-18.50950162248757,22.69085184,14.51719123,19.85706614,19.52954198,29.54710363,690.54,797.04,-571.27,-337.67,-28.94999999999999,3769.56,791.0699999999995,2978.49,95.72,2862.06,1896.47,898.01,126.27,245.81,179.83,651.07,0.0,79.77,5.839999999999545,0.0,0.0,6021.99998810536,347.0,95,0.18067441974872042,25.39522188,122.0,92.79661016949153,4,0.8638795398178845,100,89.67231638418079,8.0,ghcl
bajaj auto,BAJAJ-AUTO,Two Wheelers,235936.71514066,32.21097776172775,1.8839532924039968,-2.178687008784096,-5.210399684386585,-14.666975862555711,25.695706919511885,32.21097776172775,8.146305285976103,4.496691284535848,20.991084801804,4.411399714053032,4.496691284535848,40.432523861700815,235936.71514066,231461.55514066,2.4848929817916425,210.0,262.4,0.8003048780487806,5835.32,13.96012042,21.01558712,20.69877957,26.43249422,25.16214206,35.07956047,14.08114907,6558.16,0.0,1.408938275357699,14.80753909739106,13.314590188179832,0.0660076057180304,0.0262122433139219,27.2883260478272,14.471424255333186,10.558326835979548,9.697158543483098,7.81599394540371,12.65709395190968,5.3653213469059375,-4.320066115222152,22.3103027,18.17876059,21.62655733,16.03222327,21.84180318,5835.32,6558.16,-71.97,-6167.36,-2226.05,39343.69,10381.27,28962.42,279.18,28596.92,3231.46,6386.91,759.1700000000001,5597.39,2075.53,1688.75,21.01,1637.76,37.74,0.0,0.0,235936.71514066,348.0,70,0.0476392720739263,35.07956047,168.0,83.05084745762713,4,4.121162066747736,0,59.248587570621474,117.5,bajaj auto
alivus life sciences,ALIVUS,Pharmaceuticals,12420.6211046634,25.576305221389543,-15.419898257026093,0.1382306477093297,-1.01127965772074,18.77260529693151,27.41664593599724,25.576305221389543,5.325413258271086,5.129414650173822,16.922793146013248,5.0119478430954185,5.129414650173822,43.65004781115236,12420.6211046634,12136.1811046634,0.4932409215590531,5.0,39.63,0.1261670451678021,284.54999999999995,20.05533874,29.61655207,16.96073364,21.0659115,20.10785365,27.22368503,18.01633809,413.52,0.0,0.8721875737268553,1.710655523450911,118.49367114745296,0.0073531618595996,0.0063284355129848,272.4232365145227,-38.02019057589065,9.34224763528877,8.18371768838464,6.413987119573639,5.498311730748284,4.498164014687867,3.1207914194699216,52.3843383,18.44137669,41.62175154,20.02370992,30.21038393,284.54999999999995,413.52,-116.48,-279.44,-297.04,2850.42,518.09,2332.33,24.51,1302.86,904.199,301.59,14.759999999999998,390.76,765.43,666.59,6.861,23.29,15.77,0.0,0.0,12420.6211046634,348.0,65,0.059091899981982866,27.22368503,186.0,76.27118644067797,3,3.9875828785714327,0,52.38135593220339,147.5,alivus life sciences
blue jet healthcare,BLUEJET,Pharmaceuticals,16522.4129353383,54.13812030321538,14.221556886227544,6.119610570236439,85.94353640416045,142.56103763987792,27.41664593599724,54.13812030321538,19.548061966515583,15.351978123223724,38.22190418259894,15.057350530865142,15.351978123223724,246.7504918658648,16522.4129353383,16205.3229353383,0.0,0.0,17.59,0.0,66.95999999999998,28.35705791,39.39455883,17.04998594,21.45280671,19.32266924,47.62457498,32.58244875,241.26,0.0,1.120534738201089,2.172357067164556,70.59445383929234,0.0036795153924422,0.0004495870897517,4061.9,0.0,14.623804788807227,14.094657396223688,-33.74917069350369,45.347486697458336,70.71874370847594,86.32491608146067,11.04026571,5.211017428,34.05893097,25.13821272,37.24735031,66.95999999999998,241.26,-263.76,-1.99,2.0900000000000087,1058.87,213.6500000000001,845.22,34.69,810.53,319.0,320.2,0.3799999999999999,47.2,176.93,129.84,0.0,19.22,4.140000000000209,0.0,0.0,16522.4129353383,353.0,65,0.026163008394941872,47.62457498,225.0,55.08474576271187,4,-1.6041318702280383,100,69.3587570621469,66.5,blue jet healthcare
zydus lifesciences,ZYDUSLIFE,Pharmaceuticals,97973.2068675029,21.6491452585356,7.967884828349949,1.0310880829015592,-1.3515565679574817,-9.68997636591131,21.98155048216861,21.6491452585356,4.432855850594659,4.167122064884645,14.024521251969906,4.240224017162302,4.167122064884645,42.206180531384526,97973.2068675029,99691.9068675029,1.1297551895967772,11.0,44.97,0.244607516121859,2321.3,19.2484369,30.23435839,14.19030338,18.47097026,17.20393961,26.35754599,16.25490986,3227.9,0.0,0.8644337942102679,4.452166338433571,74.80551656671345,0.03638650595432,0.0011356643862887,37.32730560578663,63.864254120129175,10.352201573694586,22.914560712824827,31.370231072295866,18.39560882264076,25.209610371309832,17.591867678624173,16.21567733,10.61765681,13.29614236,18.0125656,26.78023339,2321.3,3227.9,-1492.3,-1810.4,-2156.9,28834.3,6732.700000000001,22101.6,100.6,19728.9,8385.2,1357.6,25.100000000000023,2223.0,5220.2,3441.9,6406.599999999999,457.0,1367.9,0.0,0.0,97973.2068675029,359.0,95,0.07130368174667912,26.35754599,174.0,80.50847457627118,4,0.6901174941505199,100,85.9858757062147,14.0,zydus lifesciences
dr reddy's laboratories,DRREDDY,Pharmaceuticals,113218.564783631,20.02061232933652,10.628450795712904,2.6442669880970247,6.051419347218388,12.397245983726265,10.949247096460436,20.02061232933652,4.007055961593464,3.353342419745668,11.285613099764229,3.230998071363272,3.353342419745668,62.90619223448772,113218.564783631,109087.864783631,0.5893671813233172,8.0,67.89,0.1178376785977316,1799.8000000000002,16.74944984,28.62935352,15.71487333,21.64455801,19.00068745,27.27624633,15.70983503,4543.3,0.0,0.9512176568698164,2.494423860483844,82.58442698938775,0.0708552175205628,0.0211999377096988,28.14563449982327,10.064241629820891,13.162815093127268,25.160747482163305,22.71881242189977,16.74544693828861,9.319053166103116,1.4309577994406857,16.02425424,10.94551428,13.95967161,14.69494352,25.87189559,1799.8000000000002,4543.3,-4034.2,-376.3,-4022.9,38779.7,10524.899999999992,28254.800000000003,83.4,27451.9,11294.8,6132.7,599.0,3091.8,8029.8,6355.2,550.1,630.3,337.8999999999927,0.0,0.0,113218.564783631,359.0,90,0.08860838938567647,27.27624633,146.0,88.98305084745763,4,0.8812349852423481,100,87.02824858757063,12.0,dr reddy's laboratories
aia engineering,AIAENG,Industrial Machinery,32095.220987225,30.25767253422172,4.357575757575763,-2.9833507056934288,-2.8600817166204724,-17.51261645962733,16.439795074011254,30.25767253422172,4.813298828473327,6.930785689624084,19.45367514670808,6.270241768677039,6.930785689624084,46.38305825080207,32095.220987225,29036.360987225,0.4702026886185591,16.0,113.14,0.1414177125684992,691.96,22.90587844,32.2316566,16.07926568,18.36260308,16.39760474,20.59893946,17.57403143,902.72,0.0,0.655707575054957,0.9560392711852682,68.61848981389906,0.0691448598761553,0.0005098957263239,65.88525367472735,21.14137285547597,8.274636067495278,12.54355239192253,12.569554983564291,-9.847819696418114,-7.962533606294559,-6.02598992752537,16.56627973,14.73739453,15.10935442,20.14554669,28.69790396,691.96,902.72,-818.88,-210.98,-438.79,7494.17,826.1399999999996,6668.030000000001,18.86,6370.1,1181.7119,3530.21,3.3999999999999773,187.65,880.31,1204.66,20.7481,226.6,17.059999999999782,0.0,0.0,32095.220987225,361.0,75,0.051404168747477955,20.59893946,263.0,34.322033898305094,4,2.4072190760759686,0,46.129943502824865,175.0,aia engineering
nippon life india asset management,NAM-INDIA,Asset Management,46645.8100192898,36.26101728036584,3.336845802599228,-8.633540372670808,-4.9155243863563856,13.916895814237703,22.07162068901045,36.26101728036584,11.713636756572985,18.50495494116356,26.88545556854219,18.39762449589395,18.50495494116356,60.927129074307466,46645.8100192898,46375.2600192898,2.431081620259246,18.0,20.34,0.8849557522123894,765.6,51.03264147,68.42965502,26.88991555,29.53715818,27.80687965,41.61343167,38.16152434,777.48,0.0,0.6121261056708697,10.457683372054433,16.449992462471045,0.0,0.0,4.423047132498352,17.840146380897437,16.134577567952224,23.80382562639593,24.5565251829188,23.726034927896155,24.84764262242874,15.095738715186256,22.56463985,20.57150867,21.5455354,49.89397391,65.93397637,765.6,777.48,-103.82,-670.69,-223.22,4375.04,392.86,3982.18,630.0,2328.18,332.78000000000003,270.55,0.0,50.07,130.33,0.0,0.0,0.03,0.0,0.0,0.0,46645.8100192898,362.0,80,0.03719483188412354,41.61343167,184.0,77.54237288135593,4,1.4766347034143306,50,70.59604519774012,58.0,nippon life india asset management
man infraconstruction,MANINFRA,Construction & Engineering,6173.22992392816,21.83436467275549,-1.0810161551858646,-1.2233883058470716,-32.39678196594112,-16.855851330989452,66.33817019466119,21.83436467275549,4.070225706100272,5.013872244769995,13.439902588743209,4.625366441630045,5.013872244769995,10.781239497595417,6173.22992392816,5694.88992392816,0.5412488577574133,0.9,7.59,0.1185770750988142,572.59,22.96321565,34.41517832,15.26822314,22.57076845,20.36745917,25.91938604,41.51097965,572.59,0.0,0.6257887607783541,1.15950313600663,70.66366560269,0.0862739668222696,0.0418216103594693,28.182496607869744,-10.609646490343238,32.693422726720065,69.8785233447113,18.89146957908032,-10.73968550860176,-4.205005312775534,-6.198715913781649,15.49915347,9.095721453,14.93140038,16.73966793,31.2458564,572.59,572.59,-396.89,-27.86,237.41000000000005,2154.13,637.4500000000003,1516.68,74.25,1060.16,51.1461,662.43,63.43,123.29,144.17,504.7,1.8639,35.8,22.590000000000217,0.0,0.0,6173.22992392816,362.0,90,0.07440530118406996,25.91938604,173.0,80.9322033898305,4,1.1557790452117087,50,74.61299435028249,42.0,man infraconstruction
torrent pharmaceuticals,TORNTPHARM,Pharmaceuticals,109933.98446014,57.52694110944008,0.4571146184019576,3.103404552082676,-2.565399086866644,13.473162789892108,21.25962577998972,57.52694110944008,16.034361042296332,9.527167385400814,30.36985066132796,9.7907829500078,9.527167385400814,38.80068628812339,109933.98446014,112975.84446014,0.9851597877748938,32.0,56.47,0.5666725695059324,2833.3,16.56122714,32.23849554,11.37804925,25.37692792,18.47695689,32.21294685,30.03532237,3266.08,0.0,0.7926400360497002,438.3285849952396,59.91263541034752,0.5866178540434501,0.2433202307417428,11.607142857142858,10.064241629820891,7.438528835037061,10.173856362902711,13.276611280812231,6.114236265338002,5.864072807162261,15.384235482195942,20.80170766,8.478480345,14.26325615,13.82691835,30.10321879,2833.3,3266.08,-159.83,-2779.64,-80.01999999999998,14505.45,7649.299999999998,6856.15,169.23,6686.92,3716.5499999999993,980.08,1668.2400000000002,2109.0,1844.3,2279.07,4782.07,363.55,454.88999999999817,0.0,0.0,109933.98446014,364.0,60,0.0329273927340502,32.21294685,229.0,51.69491525423729,4,4.332953634982128,0,46.84180790960452,172.0,torrent pharmaceuticals
voltamp transformers,VOLTAMP,Heavy Electrical Equipments,8866.04687190397,27.24577263115445,3.649893692416726,-4.328390754470126,-18.134988406159312,-24.599080934071083,54.65364231467442,27.24577263115445,6.549878748765512,4.391458283300546,19.534566823170337,4.362967944358631,4.391458283300546,45.01902544888784,8866.04687190397,8808.52687190397,1.14110833680122,100.0,321.65,0.310896937665164,196.94,16.11794366,22.33460298,22.40478785,24.97917386,22.8053625,31.86278078,12.68355618,216.28,0.0,1.47173249842361,5.068867687672609,42.04877088358684,0.0023714188620144,0.0012263412183626,301.896551724138,41.89834119703839,18.413549654766225,29.65294982360429,29.48823282776573,18.398428336852,9.62754060099195,5.878368244672186,17.2181568,15.54139526,16.13948147,14.83939382,20.12355278,196.94,216.28,-141.44,-63.33,-110.12,1521.07,167.45000000000002,1353.62,10.12,1343.5,77.35000000000002,60.73,1.66,8.46,238.75,226.22,0.0,7.31,12.89000000000001,0.0,0.0,8866.04687190397,366.0,80,0.05119130662338927,31.86278078,168.0,83.05084745762713,4,0.9239540663657603,100,82.24858757062148,21.0,voltamp transformers
britannia industries,BRITANNIA,FMCG - Foods,133986.435029791,61.49749396657277,1.735159817351598,-1.2236212094342969,14.732281027545651,3.2274803784389787,10.6966445513335,61.49749396657277,33.78360044321284,7.374144459243876,39.64028727821892,7.3712055101328255,7.374144459243876,66.61153342835105,133986.435029791,133933.035029791,1.3482799356504516,75.0,90.45,0.8291873963515755,2011.46,11.99096741,18.59523736,23.23058676,56.83033841,38.19959609,61.46610548,15.14992537,2572.98,0.0,1.972577874158292,26.40799953491076,7.254596373314782,0.5206630324607541,0.233193478600713,22.08479827089336,9.901664965354806,8.870698694963842,9.915286849554272,9.163527150212069,6.985094312404128,0.0230910646460653,1.815289082675552,52.07700288,22.77521793,33.69423571,12.56162145,19.32608168,2011.46,2572.98,476.79,-2830.48,-603.77,9071.5,5105.48,3966.02,24.09,3672.45,2827.31,2142.86,924.8499999999998,1726.05,393.33,1181.22,131.37,152.13,96.22,0.0,0.0,133986.435029791,367.0,55,0.025226860566912902,61.46610548,216.0,61.440677966101696,4,6.7111160319036705,0,48.26553672316384,166.0,britannia industries
newgen software technologies,NEWGEN,Software Services,16345.4393883886,51.84913366657764,0.781351176343618,-5.855310912170347,-13.667856393029616,26.23553584946468,75.8430667229294,51.84913366657764,13.359356110556917,10.54231607934974,35.592031170305376,10.095726035104809,10.54231607934974,61.08161206423242,16345.4393883886,15653.0193883886,0.4275789585053792,5.0,22.53,0.2219263204616067,267.6,20.33267546,28.36513035,16.60183893,22.81080297,20.10880247,31.1232688,21.78281433,281.41,0.0,1.0230311668002812,2.1275608919382503,97.89691446409454,0.039647901137701,0.0283199293840721,85.27253668763102,30.49558803896213,17.861212941515348,28.49075800886398,33.625106488293085,20.01486194645057,30.74590480720634,24.953555455466827,19.90301684,14.08698777,17.94245741,19.21295875,27.33705644,267.6,281.41,-217.4,-47.46,-63.64,1686.48,462.96,1223.52,139.78,1046.56,248.1769,740.9300000000001,34.65,50.81,443.53,0.0,2.8331,100.99,48.73,0.0,0.0,16345.4393883886,367.0,75,0.02809617678786215,31.1232688,260.0,35.16949152542374,4,1.5419767870364793,50,56.38418079096046,128.0,newgen software technologies
page industries,PAGEIND,Apparel & Accessories,51423.8479116599,70.5276808136545,-2.912723449001052,-0.7204301075268817,-7.325603358456769,18.751740416971383,20.571066319216968,70.5276808136545,32.20189358994809,10.29189157129932,45.6222739344766,10.26463270816603,10.29189157129932,52.239834120624046,51423.8479116599,51287.64791165989,1.952107243558462,900.0,653.71,1.3767572776919428,984.38,14.59269815,22.49916943,21.17766558,38.35563822,34.46460542,58.75692936,22.29934163,1080.47,0.0,1.8590462441725049,5.85994417470035,11.129616694752768,0.1157540765974501,0.0889524835307968,22.098965071151355,34.48698634346845,10.962777713322549,15.048048174942608,16.26531856110578,3.121375353435285,25.99807222433921,28.10131893638321,44.43460491,23.66808904,38.20998375,12.62332089,19.56506734,984.38,1080.47,-369.92,-621.41,196.1,2682.58,1085.66,1596.9199999999998,11.15,1544.57,726.47,321.05,142.05,237.41,158.64,1170.3,0.0,71.32,5.420000000000218,0.0,0.0,51423.8479116599,371.0,80,0.02191911787291039,58.75692936,232.0,49.152542372881356,3,4.3360774367065185,0,48.74576271186441,164.0,page industries
maharashtra seamless,MAHSEAMLES,Building Products - Pipes,9297.3017417728,11.95855959377048,0.9150991357396984,2.5915534554046005,-11.14252666752346,0.4284988016558837,45.152971408782896,11.95855959377048,1.6223675540113425,1.700967590231929,7.374652808070441,1.4893698449425068,1.700967590231929,9.211451018282409,9297.3017417728,8140.731741772799,1.441270335434431,10.0,58.02,0.1723543605653223,1009.32,14.2238501,20.19579611,15.28608995,18.11196174,16.74786675,16.287741,18.77684222,1041.42,0.0,0.8782937683433482,1.8693673743341568,38.757489631148815,0.0,0.0,363.3913043478262,58.74010519681994,15.193292612661558,28.703203498562434,56.10345654713467,-1.449795359068207,-17.682326621923973,-18.273556175339063,12.05185725,9.057052164,11.09774485,12.92796263,18.79256238,1009.32,1041.42,-721.65,-319.66,-206.67,6587.85,857.1500000000018,5730.699999999999,67.0,5172.719999999999,1951.16,1156.57,0.0,292.53,518.32,1576.12,1.25,23.9,68.59000000000182,0.0,0.0,9297.3017417728,373.0,95,0.13559960394415468,16.287741,217.0,61.016949152542374,4,0.21315192199831098,100,80.13841807909606,25.0,maharashtra seamless
clean science and technology,CLEAN,Specialty Chemicals,15597.470378348498,58.99417670240363,14.91907107670654,-2.019999999999997,1.8937419646269849,7.788778877887791,26.81244028735064,58.99417670240363,12.963646349517107,15.516320024619738,35.86694129129164,15.206957988070888,15.516320024619738,3249.4729954892628,15597.470378348498,15286.4903783485,0.4087278312032938,6.0,24.88,0.2411575562700964,4.800000000000011,26.30144345,42.39825712,19.15380419,22.05253098,20.3534683,28.88851141,28.46970388,237.09,0.0,0.7890004748617603,1.9818031267866647,56.26794365468598,0.0016872096212505,0.0015542275821371,850.3333333333335,22.674970759304223,18.501831969664018,16.75532685635408,14.352635686715765,20.70774994596412,14.0487021675141,8.321514359709925,36.12913223,29.94034149,31.3531459,31.00059944,46.23209533,4.800000000000011,237.09,-185.87,-53.19,-104.95,1396.2800000000002,193.11000000000024,1203.1699999999998,10.63,1190.07,693.46,313.01,1.87,133.15,163.73,123.65,0.0,6.2,1.2800000000002365,0.0,0.0,15597.470378348498,377.0,75,0.02788082741370523,28.88851141,275.0,27.966101694915253,3,4.110337501076985,0,40.889830508474574,197.0,clean science and technology
dr lal pathlabs,LALPATHLAB,Hospitals & Diagnostic Centres,24643.3740389511,50.587868043993694,5.006044229538512,3.337998600419877,-1.0575793184488838,8.192448189144045,13.12565354469628,50.587868043993694,11.168687559292035,9.645797974405774,29.99782522711569,9.264484932050705,9.645797974405774,47.8493534987983,24643.3740389511,23669.18403895109,0.8140937344168113,24.0,58.3158202216661,0.4115521295726073,515.02,19.06741349,30.88385529,18.85577926,23.81031516,21.55125005,28.00032885,22.267235,568.89,13.851307189542483,0.9889007375638909,3.145799985224222,11.823643843230276,0.0713492592240093,0.046517741007129,29.005378753922017,25.99210498948732,13.020373406450458,14.631118066797557,16.553426075168698,11.282292524207138,16.30577379460802,35.992865249165945,21.61421791,16.0409668,18.48645046,16.04568974,28.95605671,515.02,568.89,-303.16,-334.03,-157.88,2713.4300000000003,506.96,2206.4700000000003,83.59,1964.33,548.8969999999999,1165.38,102.64,205.27,88.12,36.13,622.933,94.84,1.969999999999981,0.0,0.0,24643.3740389511,377.0,75,0.033335749922833675,28.00032885,250.0,39.83050847457628,4,3.056036122931618,0,47.78248587570622,169.0,dr lal pathlabs
hero motocorp,HEROMOTOCO,Two Wheelers,86568.3152621526,19.771316818200045,0.0877598152424984,0.8094905792044704,-3.8444591319673935,-24.159621884149896,12.743457562089745,19.771316818200045,4.853961450270604,2.062746536299579,12.053190203572012,1.961251569956576,2.062746536299579,20.93459420440044,86568.3152621526,82308.82526215259,3.810526653441973,165.0,218.96,0.7535622944830106,4135.179999999999,10.43302556,16.27163877,14.95843205,21.63691095,20.7212415,31.42838149,12.73982252,4923.07,0.0,1.6763591321079243,12.546731661233013,23.26367844165128,0.0340019411737989,0.0111653939511858,84.98527954706302,20.204330241367675,6.413037963426982,4.409832770645372,3.749929794346008,8.602660858998057,15.27482600233292,16.870150397534644,19.80813914,13.98825699,18.94526103,9.033584273,14.4580162,4135.179999999999,4923.07,-1827.87,-2716.59,-322.0,26152.79,8318.22,17834.57,39.98,17585.579999999998,6712.950000000001,5001.55,199.13000000000005,5769.85,2630.22,1755.9,3.31,674.92,500.59,0.0,0.0,86568.3152621526,380.0,85,0.08296558696166978,31.42838149,129.0,91.94915254237289,4,5.272449859730823,0,66.4180790960452,78.0,hero motocorp
vedant fashions,MANYAVAR,Textiles,19080.3077457842,49.1178184260521,5.748672090365091,-5.012682691146273,-41.52671755725191,-34.42328572621732,33.989609255155514,49.1178184260521,11.91119668501024,12.965336458498138,25.96835185471061,12.841950304275636,12.965336458498138,39.82863888820649,19080.3077457842,18898.7277457842,1.0183058522362132,8.0,15.99,0.5003126954346466,479.06,26.39640129,49.45231171,17.72384826,27.59514418,22.41460196,26.91223437,33.61258002,483.08,0.0,0.6297685505147007,1.5016504849415568,128.71877633116793,0.2774365120982845,0.2039166479386721,10.409346132946933,16.96070952851465,9.194429032438588,11.295863496817416,-3.285420470816613,2.396326189813536,0.0013740982480391,-6.251766792983534,25.53369791,16.73347998,21.1994136,27.22128347,49.92332851,479.06,483.08,-109.52,-361.6,-179.89,2508.3100000000004,906.4300000000004,1601.88,24.29,1562.55,496.845,626.0,326.65000000000003,89.08,564.52,138.63,166.645,98.14,185.4900000000005,0.0,0.0,19080.3077457842,385.0,70,0.0385084123010526,26.91223437,236.0,46.610169491525426,4,-14.950238139182087,100,68.31638418079096,70.0,vedant fashions
kpit technologies,KPITTECH,IT Services & Consulting,36699.2082988959,43.7098275376614,-2.353620677207416,2.8517110266159698,-8.378140580701924,-6.946880688399804,86.20561762676937,43.7098275376614,16.96704452622824,6.103848883885641,25.850602399382733,6.018867170879173,6.103848883885641,43.35764126849935,36699.2082988959,36188.258298895904,0.6281725467274879,8.5,30.93,0.2748140963465891,846.43,13.96447716,23.28327626,15.98466436,31.07674053,26.06100982,45.43939236,20.31242079,1001.77,0.0,1.6164987202374554,14.360366385229948,40.71599109850029,0.1519947109761115,0.1002371738859068,27.71738617598492,39.96488037229964,22.444863748311008,35.32374255467899,41.293158712566935,21.912036351765373,33.18935170209122,40.86984950398615,21.15422061,11.83477155,18.16934884,11.0751168,19.97744977,846.43,1001.77,-560.98,-239.98,-49.97999999999999,4098.32,1935.35,2162.9700000000003,271.22,1874.64,827.0109999999997,856.8199999999999,216.81,249.65,748.95,90.25,1146.409,91.05,205.9499999999998,0.0,0.0,36699.2082988959,386.0,75,0.03868381806158135,45.43939236,171.0,81.35593220338983,4,1.0585246781898277,50,70.24011299435028,60.0,kpit technologies
bls international services,BLS,Outsourced services,15187.5749536834,29.88385926111409,-10.151975683890578,-7.636545431821024,-21.63885641407164,3.0539673685678395,102.7874876753815,29.88385926111409,10.535221249780385,6.679350936834389,20.37820488234448,6.361685872471051,6.679350936834389,53.10340892896294,15187.5749536834,14465.2649536834,0.0,0.0,12.34,0.0,286.0,22.35103197,31.2180877,24.43301142,27.4679317,21.77149844,43.03069836,20.37850369,349.85,0.0,1.7751797578246378,3.160681396431774,5.869542749833979,0.0212264150943396,0.0171684239733629,22.796976241900644,0.0,23.261779829455588,58.67034385382568,80.73858808357097,32.44775041356975,81.74462964385397,62.16773293711673,20.40085471,18.20155753,17.93014155,15.31889673,19.17664618,286.0,349.85,-260.06,257.4,-21.51,1616.3999999999996,174.79999999999956,1441.6,41.17,840.7,214.0886,986.88,24.75,31.43,40.48,1.6,81.4214,113.39,5.389999999999545,0.0,0.0,15187.5749536834,388.0,75,0.04907203582325312,43.03069836,145.0,89.40677966101696,4,0.3701310608773822,100,82.65536723163842,20.0,bls international services
j b chemicals and pharmaceuticals,JBCHEPHARM,Pharmaceuticals,26865.3070884419,40.73093042305998,5.5951293759512994,1.3676212741087137,-4.748312016248559,-3.6347985449698745,37.01445197151372,40.98230595943358,9.246684214482526,6.832404276895188,25.181813340737094,6.811541402145738,6.832404276895188,50.1281606793324,27031.1093647232,26948.569364723204,0.8899077605521102,15.5,42.45,0.3651354534746761,539.24,16.6715955,27.04944759,14.66717979,20.45380101,18.08432647,28.81767162,22.73523691,800.61,0.0,1.0500318488242475,4.039751058105162,58.24781172355047,0.1291848679416966,0.0113808567626644,76.65132139812445,23.393585305306928,16.731066524604564,20.67147732513897,19.70586548064017,12.348890371863863,14.5585338700009,19.04326711904904,20.77663294,16.23706363,18.74658596,16.35374108,26.15785106,539.24,800.61,-403.85,-385.49,-138.12,3988.26,1064.9300000000003,2923.33,15.52,2794.42,802.7775000000001,460.19,33.27,358.65,686.92,502.51,1278.0225,30.4,20.10000000000021,0.0,0.0,27031.1093647232,390.0,75,0.039711198970023384,28.81767162,222.0,58.05084745762712,3,2.066944507617576,0,49.91525423728814,160.0,j b chemicals and pharmaceuticals
bank of maharashtra,MAHABANK,Public Banks,41786.7931552175,7.540319744778301,7.509881422924895,-2.787705503931384,-2.915555555555557,-16.791101630351967,36.91633425889107,7.540319744778301,1.4555811016733855,1.4701489420278318,3.319244951450276,0.552204477887648,1.4701489420278318,5.878484159683291,41786.7931552175,-408.1068447824946,2.7609997211665545,1.5,7.502615296098351,0.1999302830814286,7108.43,19.49716977,20.51956285,1.637579201,22.81572544,7.9774998825,8.886229934,26.83637594,7627.84,0.0,0.0839906109383611,-0.1124925921179581,45.29327460850112,0.0,0.8308672362179436,4.423047132498352,44.22495703074083,16.65826747144763,57.08390116647881,51.82543765540173,20.90284813976382,35.78610890584295,27.247969898848684,15.3550601,0.989984791,7.342365747500001,12.48796479,14.70034147,7108.43,7627.84,-494.94,4750.31,-2564.210000000002,369483.98,340776.0,28707.98,7691.56,17149.17,2915.62,42194.9,23852.52,9.61,16.24,10.03,0.0,6073.93,9803.179999999991,0.0,0.0,41786.7931552175,394.0,85,0.30127333614323054,8.886229934,229.0,51.69491525423729,4,0.14549456957634352,100,74.34180790960451,44.0,bank of maharashtra
