Name,Ticker,Sub-Sector,Market Cap_x,PE Ratio_x,1M Return,1W Return,6M Return,1Y Return,5Y CAGR,PE Ratio_y,PB Ratio,PS Ratio,EV/EBITDA Ratio,EV / Revenue Ratio,Price / Sales,Price / Free Cash Flow,Market Cap_y,Enterprise Value,Dividend Yield,Dividend Per Share,Earnings Per Share,Payout Ratio,Free Cash Flow,Net Profit Margin,EBITDA Margin,Return on Assets,Return on Equity,Return on Investment,ROCE,Cash Flow Margin,Operating Cash Flow,Inventory Turnover Ratio,Asset Turnover Ratio,Working Capital Turnover Ratio,Days of Sales Outstanding,Debt to Equity,Long Term Debt to Equity,Interest Coverage Ratio,3Y Historical Dividend Growth,5Y Historical Revenue Growth,5Y Historical EBITDA Growth,5Y Historical EPS Growth,1Y Historical Revenue Growth,1Y Historical EBITDA Growth,1Y Historical EPS Growth,5Y Avg Return on Equity,5Y Avg Return on Assets,5Y Avg Return on Investment,5Y Avg Net Profit Margin,5Y Avg EBITDA Margin,Free Cash Flow.1,Operating Cash Flow.1,Investing Cash Flow,Financing Cash Flow,Change in Working Capital,Total Assets,Total Liabilities,Total Equity,Share Capital,Reserves & Surplus,"Net Property,Plant & Equipment",Cash and Equivalent,Long Term Debt,Accounts Payable,Total Receivables,Total Inventory,Goodwill & Intangibles,Other Assets,Other Liabilities,5Y CAGR Missing,5Y EPS Growth Missing,Market Cap,Score,Buffett Score,Earnings Yield,ROIC,Greenblatt Rank,Greenblatt Score,Piotroski Score,PEG Ratio,Peter Lynch Score,Composite Score,Final Rank,Name_lower
rites,RITES,Business Support Services,13909.5011435862,36.14735224424688,16.930277598450616,-5.170157068062831,-4.616912129736882,-18.799746425301123,19.427282477084653,36.14735224424688,5.112039318757263,5.955047048522402,17.202406458094288,4.661496796997196,5.955047048522402,47.25497245994971,13909.5011435862,10888.0911435862,3.040593021662877,8.8,8.01,1.0986267166042447,294.35,16.47436584,27.09793428,7.814826033,16.74249318,17.47314882,19.51875041,16.96090299,431.56,0.0,0.4008230106643031,1.279116570330191,141.17370223696884,0.0029401711914676,0.0023447865251954,98.41724137931035,1.1628949218620566,-3.1574098726006694,-7.4313532063354,-8.253340120797404,-8.201804719309557,-15.882782909163373,-15.466925126482192,19.55970648,8.79961016,19.70184136,18.91555481,30.08316786,294.35,431.56,-314.79,-504.08,-237.95,5664.209999999999,2943.279999999999,2720.9300000000003,240.3,2368.71,708.9699999999999,3141.33,6.38,219.86,899.85,7.7,0.0,305.5,197.1599999999991,0.0,0.0,13909.5011435862,465.0,70,0.0581314016987122,19.51875041,266.0,33.47457627118645,3,-4.3797240529516035,100,61.04237288135593,106.0,rites
sona blw precision forgings,SONACOMS,Auto Parts,31159.7058221224,51.82832258632161,-5.507437394087742,-2.430251774083795,-20.81057547692551,-22.0021830656479,31.25391978558228,51.82832258632161,11.128029192468292,8.463976374016326,29.01081893260912,8.533544071526817,8.463976374016326,83.4888425650351,31159.7058221224,31415.8158221224,0.6022627107948016,3.2,9.92,0.3225806451612903,373.22,16.33079357,29.41504027,14.9392322,20.32288736,16.90564839,25.88488179,21.58953854,692.75,0.0,1.0632776487713582,4.9269281728028265,62.31853617460512,0.1471835035052194,0.0708436454282153,27.461054027179305,27.607564293180253,23.60780662464417,17.665601810153532,4.340844575601133,14.732308421088703,18.050407709414323,12.370956125664533,26.04755254,15.06434565,17.82256968,15.51714044,27.79136559,373.22,692.75,-471.11,-174.75,-219.71,3864.9,1064.7899999999988,2800.1100000000006,586.45,1495.8000000000002,1823.37,305.8,198.37,337.51,648.26,347.49,490.82,133.51,76.11999999999887,0.0,0.0,31159.7058221224,470.0,65,0.034469899051211096,25.88488179,259.0,36.440677966101696,3,11.939686317643446,0,40.432203389830505,199.0,sona blw precision forgings
kotak mahindra bank,KOTAKBANK,Private Banks,418456.001958498,19.067755380246822,0.2807518439210131,0.7168801376409863,18.54027543018648,24.40386181226009,10.870902339256938,19.067755380246822,3.2195934511469213,3.915212945031535,12.185630631949326,3.3051203641343565,3.915212945031535,28.74344631749825,418456.001958498,353249.611958498,0.0,0.0,111.29,0.0,14558.31,20.53316118,27.12309657,2.623325748,15.03446607,7.9774998825,8.984812679,16.63768905,15685.0,0.0,0.1539430689423173,-0.3060653630153215,45.29327460850112,0.0,0.5778613019496784,4.423047132498352,0.0,16.23899297619349,19.51833913363481,19.868774159479628,13.371239190142848,17.5780861832811,21.4282377321735,13.8838835,2.350578779,7.342365747500001,20.01357088,27.02899993,14558.31,15685.0,-8919.06,15515.11,-3834.48,767913.55,637941.86,129971.69,993.96,103365.48,3510.26,65206.39000000001,75105.61,9.61,16.24,10.03,0.0,22399.6,117567.49,0.0,0.0,418456.001958498,472.0,80,0.08206386933952475,8.984812679,288.0,24.152542372881356,4,0.9596845395290464,100,64.57909604519774,85.0,kotak mahindra bank
godawari power and ispat,GPIL,Iron & Steel,12409.0504030627,15.28829500050847,-8.35677970284812,-1.2394276291292157,-20.518645520788684,-14.854440260813671,87.13444241781474,15.28829500050847,2.724904237443334,2.26251780489126,8.942338709552207,2.1238099272260795,2.26251780489126,19.95954770401425,12409.0504030627,11648.2904030627,0.5477654759402346,1.0,13.24,0.0755287009063444,621.71,14.7990198,23.75005014,17.47566467,22.00701844,21.60388748,23.9042256,18.70348483,1044.44,0.0,1.0247220820955478,3.612366543940881,16.892984381780327,0.0113352393751344,0.0020180327364875,20.715111030871988,-28.185510332270542,10.721543536239242,15.953475854397592,40.65492952217391,-1.7832455857598406,-10.592208220080805,-3.6071181311809206,28.66466563,18.29327321,23.20101507,17.4490577,27.37711053,621.71,1044.44,-753.52,-678.74,-290.96,5545.24,991.2999999999984,4553.940000000001,62.36,4413.030000000001,2768.4581000000003,870.44,9.190000000000005,536.74,211.94,900.31,26.3819,121.68,8.9099999999984,0.0,0.0,12409.0504030627,472.0,90,0.11182756910469069,23.9042256,155.0,86.4406779661017,3,0.3760502153169388,100,82.9322033898305,19.0,godawari power and ispat
chambal fertilisers and chemicals,CHAMBLFERT,Fertilizers & Agro Chemicals,21984.764167105,13.328057524419382,-13.730569948186517,1.0947562097516184,4.944073691136376,27.3525721455458,32.01944397140897,13.328057524419382,2.9958525246790857,1.293753382544058,7.666303039665689,1.2768652620757004,1.293753382544058,8.098652543304404,21984.764167105,21697.784167105,1.8224088916972847,10.0,41.17,0.242895312120476,2714.62,9.706991286,16.65555425,10.50947649,17.63315221,15.8657642,26.39389467,18.18298585,3326.75,0.0,1.399809053405736,7.487325792991625,20.96434357421081,0.244411588357135,0.1470756568189251,51.63424204874016,10.064241629820891,6.31223083821546,5.972254269653887,6.921901398086994,-7.12146677270108,19.27866724544098,31.800173751097223,26.11628866,10.74556408,15.69582084,8.487921313,15.05207088,2714.62,3326.75,-382.41,-2871.41,1032.8000000000004,11508.969999999998,4170.569999999998,7338.4,480.99,6872.9,6606.499999999999,2065.08,1079.3,862.35,191.56,1254.66,0.0,314.19,28.89999999999818,0.0,0.0,21984.764167105,473.0,75,0.13044096937284752,26.39389467,124.0,92.37288135593221,3,1.9254908092309517,50,70.21186440677965,61.0,chambal fertilisers and chemicals
dlf,DLF,Real Estate,210432.598069904,48.180152593381294,20.68476642801446,-3.239556692242114,-3.839695511026526,-2.253072371415562,42.42028112887688,48.180152593381294,5.3366473768102285,23.392082169735737,74.95232227749672,23.3998079200506,23.392082169735737,86.8375630114035,210432.598069904,210502.098069904,0.7057780197660407,6.0,17.64,0.3401360544217687,2423.29,48.55128286,31.21959028,4.885473264,7.072033816,6.966039217,5.915161755,36.48585726,2538.81,0.0,0.1611572002374034,0.5587990022744191,22.058100977224047,0.1225884512450797,0.0676358383540514,6.691389728096676,25.99210498948732,4.471913835633412,4.251097234560408,15.141140167717529,29.282127633889687,5.783181540825726,60.11330165318463,3.632262909,2.545026722,4.942845438,32.89068451,33.22056834,2423.29,2538.81,-1528.93,176.61,533.6099999999998,59068.94,19637.330000000005,39431.61,495.06,13864.6,3006.4666,4765.160000000001,2666.99,1791.77,538.07,21154.13,944.2534,3342.94,1237.010000000004,0.0,0.0,210432.598069904,473.0,45,0.013341814764560466,5.915161755,463.0,0.4237288135593218,4,3.1820689895009586,0,26.96045197740113,229.0,dlf
tata technologies,TATATECH,IT Services & Consulting,30526.7501076657,45.09454185340972,4.081773603149382,-0.9725325272703348,-19.541894646497152,-27.1610334110334,34.35147013955928,45.09454185340972,8.52840686694093,5.763417960757329,27.53524637338615,5.52218767136632,5.763417960757329,45.71446771742621,30526.7501076657,29249.0401076657,1.554807434220825,11.7,16.687269283619308,0.7011332891646357,667.77,12.78074402,20.05497825,11.05897056,19.90959143,18.25419287,23.63666505,13.20176565,699.25,0.0,0.8652837848324082,2.758688218918377,74.19747707980909,0.0660945069312905,0.0518771197568321,47.93835965359144,0.0,12.826545610114248,15.951723678125717,22.71031550323925,1.2209641202044708,0.5119082539292329,-0.3562123732280764,19.44194661,11.18294514,17.36699271,12.339365,19.47363798,667.77,699.25,-65.22,-486.39,-275.87,6664.2300000000005,3084.810000000001,3579.42,81.13,3052.04,312.16,1514.29,185.69,483.44,1005.55,0.0,818.09,515.58,216.1200000000009,0.0,0.0,30526.7501076657,476.0,80,0.03631708924771189,23.63666505,273.0,28.813559322033896,3,1.9856413640302677,50,52.644067796610166,143.0,tata technologies
wipro,WIPRO,IT Services & Consulting,269786.762570269,20.53890727121131,1.604841858648948,4.009113438324396,-14.977360931435964,6.898444647758453,19.87535600171877,20.665665456654235,3.2687430027363096,2.9189054153897835,10.830724286582948,2.5540849572714195,2.9189054153897835,17.548227866191908,271451.782039336,237524.282039336,0.0,0.0,12.55629576585357,0.0,15468.899999999998,14.12442015,23.58184817,10.79059772,16.60953296,14.29110733,19.01632345,18.21828043,16942.6,0.0,0.7639674837889248,2.090481788775421,45.76776547402197,0.2312429330228178,0.1037356989669419,12.84542992552471,0.0,7.805587743227371,7.791942799869389,8.694122900484968,0.6566649818001702,13.14172509325035,21.78711071680036,17.34871437,11.3046163,14.66591227,14.02468158,22.98059888,15468.899999999998,16942.6,-8044.0,-6396.3,-1590.1,128395.9,45351.2,83044.7,2094.4,75124.0,13373.199999999995,53344.8,8614.7,8950.7,11774.5,69.4,32501.4,1965.3,6723.0,0.0,0.0,271451.782039336,477.0,80,0.09232992859386104,19.01632345,224.0,56.779661016949156,3,2.3623898012835345,0,51.03389830508475,153.0,wipro
bajaj holdings and investment,BAJAJHLDNG,Asset Management,156538.746731417,24.00654330481637,11.011271380152913,-0.4664310954063604,26.80183244885925,68.74305857356704,43.24807901434564,24.00654330481637,2.485885124181977,22.481573511832146,24.370448423223543,23.73565294333992,22.481573511832146,80.65639950918276,156538.746731417,165270.876731417,0.6611970931234444,93.0,585.9,0.1587301587301587,1940.81,93.64769107,97.39522446,12.28096384,12.69005613,11.52910511,10.37134915,25.31204523,1941.12,0.0,0.1176684113907675,35.73874659959962,0.2178054511143217,0.0009936315159526,0.0009936315159526,4.423047132498352,-6.833087653343329,14.79074646283831,15.168953252185368,16.860125846161587,-9.20331318231371,-9.89534131327586,-10.27248764106171,10.04461115,9.780588488,9.245524165,93.55233819,97.42418601,1940.81,1941.12,-471.7,-1455.47,110.84,65161.08,2190.05,62971.03,111.29,53691.8,243.96,53.96,62.57,2.78,1.77,3.66,0.0,0.0,0.0,0.0,0.0,156538.746731417,477.0,60,0.041033303229950475,10.37134915,352.0,8.050847457627128,4,1.4238650128629824,50,43.748587570621474,188.0,bajaj holdings and investment
just dial,JUSTDIAL,Online Services,7603.14204095755,13.014621775004365,-3.9227260531258334,-0.946058091286302,-15.084525357607294,-12.903225806451616,18.199049022283177,13.014621775004365,1.8896836189778925,4.974348231210001,4.242966036344125,2.0040184242788874,4.974348231210001,31.11578490262963,7603.14204095755,3063.082040957551,0.0,0.0,68.7,0.0,244.35,38.22122776,47.23154527,7.891884252,9.438299842,9.058827252,15.87155208,19.21431061,259.08,0.0,0.3323645970937913,0.3987046084740413,0.0,0.0212029327699763,0.0146762768733689,64.19219790675548,0.0,6.940363727744803,11.837037605711798,10.34035264191282,13.35686792200952,38.2935519711888,60.29152978260263,11.5143979,8.431795591,10.62431284,23.36136864,32.30584246,244.35,259.08,-229.75,-27.21,42.540000000000006,4860.969999999999,837.469999999999,4023.5,85.04,1749.9900000000002,146.53000000000003,4625.37,59.05,13.45,0.0,0.0,0.06,28.03,56.75999999999909,0.0,0.0,7603.14204095755,483.0,70,0.235684186824562,15.87155208,206.0,66.52542372881356,3,1.2586245581462918,50,60.95762711864407,107.0,just dial
cohance lifesciences,COHANCE,Pharmaceuticals,38378.1116449303,143.27140644689698,-6.095166869215672,-5.235849056603773,-21.68840893863556,34.21070211770993,43.72442220231933,143.27140644689698,18.714913489215867,30.55241584929251,86.72701873139592,29.947865401094063,30.55241584929251,125.13649497841568,38378.1116449303,37618.7116449303,0.0,0.0,10.52,0.0,306.69,21.32485233,34.53118283,14.23131154,15.86271019,14.54480141,16.59238353,32.20092341,358.48,0.0,0.595348175883029,1.2507804059604597,35.537042049453085,0.0316969575797178,0.010352713991037,28.84777327935224,0.0,6.892571943858683,-0.7800084542935126,-15.831854190341843,12.83437831234393,-7.25877146094802,-10.812822486428908,30.90887004,24.63200085,25.54622029,28.55843089,43.58076465,306.69,358.48,-362.25,-13.8,-62.540000000000006,2254.09,203.42,2050.67,25.46,1915.64,788.4417000000001,824.4,21.23,46.24,133.66,231.2,60.2583,11.62,10.5,0.0,0.0,38378.1116449303,485.0,65,0.011530432091723586,16.59238353,426.0,1.6949152542372872,3,-9.049565813605023,100,50.00847457627118,158.0,cohance lifesciences
zensar technologies,ZENSARTECH,IT Services & Consulting,19676.8346102927,30.28137059140148,7.212608158220027,4.626055488540413,8.393418376779444,25.206435079726663,45.03286383153024,30.28137059140148,5.524252396275219,3.6165333425769552,18.92582107717544,3.3981463406654715,3.6165333425769552,31.447713936859035,19676.8346102927,18488.6346102927,1.4962008434324114,13.0,28.65,0.4537521815008726,625.7,11.9430966,17.95508014,15.16741173,20.34230128,18.29847402,23.06394644,12.68796807,642.1,0.0,1.2409451692363838,3.400181233009405,49.03295471254227,0.0523596956680423,0.0344759819197619,50.57803468208096,37.50688670741411,4.965104678881183,10.406994069826636,19.63211446599373,7.510818661450003,-5.201358563803884,-2.432593884210489,14.93728931,10.25255268,14.08453633,9.816472663,17.40800615,625.7,642.1,-476.2,-197.1,-280.7,4647.799999999999,1085.8999999999992,3561.9,45.3,3463.4,282.0,1374.7,122.8,310.4,732.0,0.0,757.3,146.8,109.09999999999908,0.0,0.0,19676.8346102927,487.0,80,0.0528378661048424,23.06394644,230.0,50.42372881355932,4,1.54244060892443,50,62.46045197740113,98.0,zensar technologies
hbl engineering,HBLENGINE,Batteries,16316.290753299,58.92059350461868,2.0076150917272453,-3.4087184529662515,-14.08710455383742,18.3159128650972,110.9422494084344,58.92059350461868,13.375543712638336,8.18560809179748,38.71051361212754,8.101224986479137,8.18560809179748,74.19531059660315,16316.290753299,16148.090753299,0.1698884569974666,1.0,9.96,0.1004016064257028,219.91000000000005,13.89260971,20.92771248,19.05437032,25.87286016,22.82493863,29.64658749,12.03613927,273.1,0.0,1.3521622629990162,3.0958197758846966,63.55349698237587,0.055301428032725,0.0226829308281278,28.645161290322573,35.72088082974534,12.219057155902636,32.268759227051504,60.13357216741648,-12.151167915381222,-3.208965613253564,-1.7102188700203182,10.65953456,7.888469562,10.48120053,8.445687854,14.62603766,219.91000000000005,273.1,-139.38,-42.27,-185.62,1654.11,434.25,1219.86,27.72,962.71,367.5682999999999,234.98,27.67,132.33,382.13,432.72,7.0717,73.19,2.529999999999991,0.0,0.0,16316.290753299,490.0,75,0.025832775302849817,29.64658749,280.0,26.271186440677965,4,0.9798285945923721,100,63.71468926553673,91.0,hbl engineering
jai balaji industries,JAIBALAJI,Iron & Steel,9239.83371736171,16.562403594611233,-10.200106251106778,-2.984503539315099,-45.037144036318615,-40.619774830007806,95.82232095657768,16.562403594611233,6.143016326730387,1.4395717535610892,10.296416802964035,1.4990174773016751,1.4395717535610892,20.20165664734293,9239.83371736171,9621.38371736171,0.0,0.0,6.25,0.0,457.38000000000005,8.691804576,14.55863244,27.85917902,85.38685565,48.16684795,45.37774755,12.65253354,838.72,0.0,2.032959584441911,-35.88237596086655,13.394790183315,0.3141571151237933,0.2020516980028188,13.416054899457384,0.0,16.68193747949145,61.43280257620359,24.270021388483,-3.174145819724928,-16.669044731397616,-45.09025006537285,10.513244895,5.037400062,10.15788192,4.241138069,9.010647249,457.38000000000005,838.72,-398.22,-416.31,-103.04,3354.51,1850.3900000000003,1504.12,163.65,576.06,1498.16,90.98,303.9099999999999,926.8,241.78,949.71,0.0,138.89,44.53000000000068,0.0,0.0,9239.83371736171,490.0,80,0.0971211654633221,45.37774755,75.0,97.88135593220339,4,0.6824222908378108,100,86.69774011299435,13.0,jai balaji industries
karur vysya bank,KARURVYSYA,Private Banks,19922.8371780581,10.26082959665958,11.582976807025444,3.5394901796907643,5.08625063419584,16.20459114498108,57.37194297464154,10.26082959665958,1.984330521077332,1.7312779807116956,5.50588721250694,1.239552954011926,1.7312779807116956,6.956807998511797,19922.8371780581,14264.2671780581,1.0497401429869284,2.6,24.13,0.1077496891835889,2863.79,16.87269011,22.51322823,1.637418117,17.23366407,7.9774998825,15.60062337,29.95205133,2954.06,0.0,0.1174141260001103,-0.1481060718188171,45.29327460850112,0.0,0.2468456426642018,4.423047132498352,17.566734386037865,10.002149253272608,45.95914461046591,52.34450422576078,16.67871551502995,17.73637210570559,20.7718266459269,9.813371695,0.929566973,7.342365747500001,12.7542624,18.34937955,2863.79,2954.06,-1296.48,-694.15,52.42999999999938,105719.30000000002,95679.22000000002,10040.080000000002,160.88,7794.300000000001,432.88,5658.570000000001,2478.35,9.61,16.24,10.03,0.0,3616.85,4088.15000000002,0.0,0.0,19922.8371780581,491.0,95,0.18162377132035004,15.60062337,212.0,63.983050847457626,4,0.19602496476812217,100,81.02824858757063,23.0,karur vysya bank
asian paints,ASIANPAINT,Paints,212004.51265267,57.81053074191418,-4.929154143409196,-1.6697752908784245,-6.554272036632316,-23.083775912283706,6.718921444610082,57.81053074191418,10.569020599314026,6.123945812687216,33.183265237353346,6.092823831482709,6.123945812687216,81.73226800391303,212004.51265267,210927.10265267,1.1220565493797952,24.8,38.232260731126175,0.6486668464208679,2593.8900000000003,10.59313197,18.36113411,12.17216139,18.57637504,17.42445191,23.99426128,12.77901634,4423.96,2.792618337251279,1.1490616207310074,3.8709466051306713,48.51369654876782,0.1141773912523275,0.0689424474239807,23.478504096555376,9.000285174207235,10.976626763289454,7.095528452988531,6.274413586904659,-4.6722229427556,-24.38168723545493,-32.837444576510514,24.86829058,15.96690655,21.7573727,12.37622144,20.29054635,2593.8900000000003,4423.96,-940.91,-3752.58,-1965.7,30355.25,10296.2,20059.05,95.92,19303.89,9653.34,4026.94,1382.92,3994.63,4313.65,6719.27,821.25,1409.19,383.26,0.0,0.0,212004.51265267,491.0,70,0.03013567208793943,23.99426128,301.0,18.644067796610173,3,9.213694625195037,0,36.59322033898305,207.0,asian paints
indian bank,INDIANB,Public Banks,84053.8775905223,7.463845980189293,6.267006802721093,-2.671339563862925,8.646003262642743,17.1558189056569,63.35024378359133,7.463845980189293,1.1748369992779704,1.1665905758614232,1.8904230105262605,0.404224175895177,1.1665905758614232,4.986448969150242,84053.8775905223,29124.707590522296,2.604063645686949,16.25,83.60631879435532,0.194363299740176,16856.460000000003,15.62988544,21.38273675,1.344566841,17.08578913,7.9774998825,10.52777376,24.14460448,17396.4,0.0,0.086025380460657,-0.108517464109925,45.29327460850112,0.0,0.5807843831181267,4.423047132498352,35.72088082974534,23.849524901078368,55.55650227573637,39.51465517441095,12.1734321755246,33.40661852761694,28.71534282499535,12.82697046,0.914195223,7.342365747500001,11.04186884,13.65871022,16856.460000000003,17396.4,-348.4,-4263.51,-2956.9099999999967,878282.11,806736.97,71545.13999999998,1346.96,63875.92999999999,8857.33,54961.4,41552.3,9.61,16.24,10.03,0.0,14971.34,28086.35,0.0,0.0,84053.8775905223,492.0,85,0.5289821349146705,10.52777376,218.0,60.16949152542373,4,0.18888804539088475,100,76.88418079096044,33.0,indian bank
rategain travel technologies,RATEGAIN,Software Services,5213.981702707801,24.95563922226488,-9.601634320735444,-1.2937764889582897,-41.08026388125344,-43.14166398972053,37.19779841199188,24.95563922226488,3.594659493897056,4.521943473520261,15.18354797752424,4.061491104131514,4.521943473520261,35.21057335702188,5213.981702707801,4683.061702707801,0.0,0.0,17.73,0.0,148.08,18.11992646,26.74928884,10.94166827,13.46159187,10.10196709,18.55331619,15.20243543,151.81,0.0,0.867687838870013,1.6746766591868003,57.89465239714146,0.0114858529590204,0.0095416689647564,215.35433070866137,0.0,20.3011484816358,54.735650367297126,13.410582988867649,15.466808199561388,32.52696257465739,37.85086706189836,-0.709543786,1.517343119,2.679587914,7.149801719,17.69849469,148.08,151.81,-565.62,581.38,-53.06,1721.8000000000002,271.32000000000016,1450.48,11.78,281.79,190.062,547.58,13.84,80.27,205.0,0.0,176.208,8.2,9.810000000000228,0.0,0.0,5213.981702707801,494.0,70,0.06586075938774459,18.55331619,258.0,36.86440677966102,4,1.8608914499079554,50,55.39265536723164,130.0,rategain travel technologies
shriram pistons & rings,SHRIPISTON,Auto Parts,10716.3640325835,21.150161902154224,1.4450505975929628,-1.59563724500101,13.036036452791794,24.69063353149797,51.22298295050767,21.150161902154224,5.303686636105764,2.926984656135643,12.356392959809858,2.820394794258624,2.926984656135643,31.49370803357187,10716.3640325835,10326.1140325835,0.4110535986465591,10.0,115.02,0.0869414014953921,340.27,13.83906501,22.82538928,15.95428654,24.6335225,18.86619362,30.71633262,15.33201033,486.73,0.0,1.3199329439757732,3.559516807233309,43.49866711460356,0.2408156195095395,0.1154042216228254,20.84454148471616,58.739311492325406,17.61662545501441,32.86408272674228,69.74840391565597,15.32886032886034,14.904646014657128,14.488985067705004,14.79412637,9.808562583,12.51638409,10.42624672,19.06146806,340.27,486.73,-421.6,-42.16,-166.24,3135.71,1115.1600000000003,2020.55,44.05,1881.62,867.496,971.71,233.18,386.84,476.06,391.05,97.924,208.62,42.54000000000022,0.0,0.0,10716.3640325835,495.0,90,0.08092976674119857,30.71633262,140.0,90.67796610169492,4,0.3032350665361503,100,87.5367231638418,11.0,shriram pistons & rings
balkrishna industries,BALKRISIND,Tires & Rubber,47566.5793533455,28.74183022752545,-9.08151592309679,-1.6486367809668168,-14.173489516959666,-26.524390243902445,15.437023177979214,28.74183022752545,5.372435779510482,4.329847543574261,16.43211643122074,4.481903754626043,4.329847543574261,48.3355987291259,47566.5793533455,49237.029353345504,0.6502622391707582,16.0,85.61,0.1868940544328933,984.09,15.06462013,27.27526776,11.30515285,17.93324498,13.259479,23.10162508,21.21227245,2082.64,0.0,0.8440116471139589,14.06354733405876,42.539487553865285,0.3500681061959697,0.0785480165623426,18.043712014960256,-17.017346663375655,16.761883471778805,14.479370865419147,11.515804191880296,11.892842701584527,10.765312346358984,12.470248767575734,19.19681672,13.1082504,14.3988129,15.34480597,27.29356439,984.09,2082.64,-1475.44,-601.88,-269.91,13684.54,4830.719999999999,8853.82,38.66,8815.16,7261.91,1428.99,695.4500000000003,1052.28,1445.43,1331.53,0.0,441.91,125.83,0.0,0.0,47566.5793533455,496.0,75,0.060856433447612206,23.10162508,217.0,61.016949152542374,3,2.495859581199817,0,50.80508474576271,154.0,balkrishna industries
banco products (india),BANCOINDIA,Auto Parts,8663.03962079927,22.110871926491257,49.0415335463259,5.8192287558890285,14.073103383722575,100.06566527127968,77.53490527147302,22.110871926491257,8.238744289870919,2.661014646049279,13.792151427434764,2.7714448665349747,2.661014646049279,23.869068222844746,8663.03962079927,9022.549620799273,1.816233526419949,11.0,27.39,0.4016064257028112,362.94,12.03486979,20.09436223,14.14735854,26.44033122,19.85594824,42.70979554,16.32444337,458.09,0.0,1.6969636946493265,3.9705096776554094,50.14021483379102,0.4022539229671897,0.1914407988587732,21.843152555598905,3.228011545636722,17.602321662342124,34.73341552406222,38.61063010525423,16.014054793739497,42.19449637003874,44.34956880733963,18.34950845,11.24569691,15.11602363,9.376626794,15.781986,362.94,458.09,-113.78,-339.3,-23.810000000000016,1982.34,930.84,1051.5,14.3,1025.2,463.70020000000005,63.46,201.3,396.93,480.94,922.04,0.1698,12.41,25.16000000000021,0.0,0.0,8663.03962079927,504.0,95,0.07250500440495762,42.70979554,110.0,93.22033898305085,4,0.5726628098587376,100,89.79943502824858,6.0,banco products (india)
cms info systems,CMSINFO,Software Services,8144.200270561279,21.86714711245108,4.916472827236203,1.3067891781521137,-7.826496935407826,5.822757811666834,37.19779841199188,21.86714711245108,4.183463945510119,3.2903067903576986,10.999513307297937,3.010677991185103,3.2903067903576986,24.56698220434159,8144.200270561279,7452.060270561279,1.898580232719936,9.5,22.79,0.4168494953927161,331.51,15.04680411,27.37101094,14.58654167,19.78445353,18.66434486,24.49191719,19.13646844,439.89,0.0,1.0400631968620069,2.7803226023858194,91.84759070947516,0.0,0.0,28.353296703296703,55.42982619552112,12.260182899027528,21.207832909438302,20.149298887032053,7.678687954060992,6.945650286508074,4.109730793195826,19.2237726,13.01717272,18.51583453,14.46490005,26.4976979,331.51,439.89,-325.08,-52.12,-288.82,2658.51,711.75,1946.76,162.76,1556.4,647.923,692.14,0.0,406.02,719.71,126.86,206.077,87.35,160.18,0.0,0.0,8144.200270561279,504.0,95,0.09091311334079862,24.49191719,166.0,83.89830508474577,4,1.0852559801236865,50,77.00282485875707,32.0,cms info systems
anup engineering,ANUP,Textiles,5470.00401217304,46.23450268086416,-8.375209380234505,-2.425972172672137,-26.043591694749423,38.27447609899138,74.43049657988321,46.23450268086416,10.35103417953078,7.412733104093994,31.493038343349607,7.270644530806916,7.412733104093994,43.25139568413885,5470.00401217304,5365.15401217304,0.6184939192861739,17.0,59.25,0.2869198312236287,126.47,16.0329033,23.08651344,14.25844903,21.41947771,19.53601954,26.26494363,30.27670528,169.38,0.0,1.016873944947807,3.829868950304917,68.20996856027755,0.0383763837638376,0.0277036616520011,43.87425149700599,61.980590063874175,24.2159321965292,18.19937732264263,22.971046360474134,31.9033319033319,24.0244612696564,13.647724485358108,16.26042957,11.86419804,15.53733164,17.49322888,24.02048027,126.47,169.38,-152.5,-30.22,34.92000000000001,808.4200000000001,279.97000000000014,528.4499999999999,9.95,346.29,315.65500000000003,125.13,14.64,62.92,127.24,165.28,13.125,14.88,2.3900000000001227,0.0,0.0,5470.00401217304,505.0,75,0.031753049327842016,26.26494363,272.0,30.08474576271186,4,2.012729501100091,0,44.85875706214689,182.0,anup engineering
graphite india,GRAPHITE,Electrical Components & Equipments,10211.4763652055,22.10276269525,8.35403726708075,-4.200988467874782,-4.241508091765946,-5.906509392747917,23.86802522040279,22.10276269525,1.818554834627241,3.4060961858590724,11.092957175152456,2.560482443364076,3.4060961858590724,24.280087417565444,10211.4763652055,7676.326365205499,2.104623716628218,11.0,23.65,0.4651162790697675,420.57,15.41027352,23.0820547,12.15326864,15.27596356,14.24723943,10.45189697,16.16606661,680.26,0.0,0.4508785966516474,0.8789005241741619,64.99873248832556,0.0315431795354005,6.05503672201e-05,54.72727272727273,3.228011545636722,-1.709808340001795,50.91442935687147,59.35842572735845,-28.75390629641511,-37.89098611522477,-42.82102712411828,6.027139001,4.788748755,5.672080859,10.88301108,17.69629125,420.57,680.26,-238.96,-427.42,804.0600000000002,6790.299999999999,1175.14,5615.16,39.08,5370.719999999999,1025.86,2716.66,0.3400000000000034,160.56,521.84,1353.9,67.08,76.12,2.25,0.0,0.0,10211.4763652055,509.0,85,0.09014728752761605,10.45189697,270.0,31.355932203389827,4,0.3723609988710125,100,68.24011299435028,71.0,graphite india
